"","Jelect","jblogel","jnewspaper","jnatradio","jtalkback","jdiscussp","jrallies","jpersuade","jpcmoney","jpcposter","jlablike","jnatlike","jgrnlike","jnzflike","jactlike","junflike","jmaolike","jmnplike","jmostlike","jmostlikex","jrepublic","jsphealth","jspedu","jspunemp","jspdefence","jspsuper","jspbusind","jsppolice","jspwelfare","jspenviro","jgovpdk","jgovplab","jgovpnat","jgovpgrn","jgovpnzf","jgovpact","jgovunf","jgovpmao","jgovpmnp","jnevervoteno","jnevervotelab","jnevervotenat","jnevervotegrn","jnevervotenzf","jnevervoteact","jnevervoteunf","jnevervotemao","jnevervotemnp","jnevervoteoth","jnevervoteothx","jfirstpx","jsecondp","jage","jlanguage","jlanguagex","jrollsex","jhqual","jwkft","jwkpt","jwkun","jwkret","jwkdis","jwksch","jwkunpo","jwkunpi","jhhincome","jhhadults","jhhchn","jmarital","r_jind","jlablr","jnatlr","jgrnlr","jnzflr","jactlr","junflr","jmaolr","jmnplr","jslflr","jrelservices","jrelnone","jrelang","jrelpres","jrelcath","jrelmeth","jrelbap","jrellat","jrelrat","jrelfun","jrelothc","jrelnonc","jreligionx","jreligiousity","jethnicity_e","jethnicity_m","jethnicity_p","jethnicity_a","jethnicity_o","jethnicityx","jethnicmost","jethnicmostx","jpartyvote","jelecvote","njptyvote","njelecvote","jdiffvoting","X_singlefav"
"2251",29,NA,"Sometimes","Sometimes","Not at all","Yes, rarely","No","No","No","No","6","5","6","Don't know","4","5","6","Don't know","Don't know","","Retain Queen as head of state","More","More","Same as now","Less","More","More","Same as now","More","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Green",81,"English","",NA,"Primary school completed",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ20,001-$NZ28,899",1,NA,"Widowed","”MANUFACTURING”",NA,"9","4","Don't know","7","Centre","Don't know","Don't know","Centre","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Christian",NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make a reasonable amount of difference to what happens","Labour"
"2252",57,NA,"Sometimes","Not at all","Not at all","Yes, occasionally","No","No","No","No","3","6","1","1","1","5","6","1","National","","Retain Queen as head of state","Same as now","More","Less","More","Same as now","More","More","Same as now","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,"Yes, Green","Yes, NZ First","Yes, Act",NA,NA,NA,NA,"","","Maori Party",45,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,NA,NA,NA,"Working unpaid outside the home",NA,"$NZ20,001-$NZ28,899",2,NA,"Married, in a civil union or living with a partner","”PERSONAL SERVICES”","3","7","2","4","8","Centre","3","1","6","At least once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Christian",NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a reasonable amount of difference to what happens","National"
"2253",25,NA,"Often","Often",NA,"Yes, occasionally","No","Yes, occasionally","No","No","1","10","0","10","0","8","5","0","NZ First","","Retain Queen as head of state","Much more","Much more","Less","Same as now","Much more","Much more","Much more","Much less","Much more",NA,NA,"Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,"Yes, Green",NA,"Yes, Act",NA,"Yes, Maori Party","Yes, Mana Party",NA,"","","NZ First",67,"English","",NA,"Primary school completed",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ20,001-$NZ28,899",2,NA,"Married, in a civil union or living with a partner","”TRANSPORTATION”","Centre","Right","Left","Right","Centre","Centre","Left","Left","9","Never",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"NZ MAORI","NZ Maori","","NZ First","National","NZ First","National","Voting can make a big difference to what happens","National"
"2254",55,NA,"Not at all","Not at all","Not at all","Yes, occasionally","No","No","No","No","8","0","5","8","0","0","0","0","NZ First","","Don't know","Same as now","Same as now","Much less","Same as now","More","Same as now","More","Less","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,NA,"Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","NZ First",51,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ51,400-$NZ76,099",2,1,"Married, in a civil union or living with a partner","”RETAIL TRADE”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Have no religious beliefs","NZ European",NA,NA,NA,NA,"",NA,"","NZ First","Labour","NZ First","Labour","Voting won't make much difference to what happens","Labour"
"2255",18,NA,"Rarely","Rarely","Sometimes","Yes, occasionally","No","No","No","No","0","10","0","0","5","5","3","0","National","","Don't know","More","More","Less","Same as now","Same as now","More","Same as now","Less","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,"Yes, Green","Yes, NZ First",NA,NA,"Yes, Maori Party","Yes, Mana Party",NA,"","","Act",44,"English","",NA,"University degree completed","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ147,700 or over",2,2,"Married, in a civil union or living with a partner","”HEALTH”","3","7","2","3","8","4","3","2","7","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","NZ European","","National","National","National","National","Voting can make a big difference to what happens","National"
"2256",53,NA,"Rarely","Not at all","Not at all","Yes, rarely","No","No","No","No","3","8","4","0","4","3","0","0",NA,"","Retain Queen as head of state","More","More","Much less","Same as now","Same as now","Same as now","More","Much less","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election",NA,"Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Green",45,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ76,100-$NZ110,799",2,3,"Married, in a civil union or living with a partner","”RETAIL TRADE”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a big difference to what happens","National"
"2257",30,NA,"Often","Not at all","Not at all","Yes, occasionally","No","No","No","No","6","9","2","5","0","2","2","0","National","","Retain Queen as head of state","More","More","Same as now","Less","Same as now","Don't know","More","Less","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,"Yes, Green",NA,"Yes, Act",NA,NA,NA,NA,"","","Labour",66,"Another language","GIUJARATI",NA,"University degree completed",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ51,400-$NZ76,099",2,NA,"Married, in a civil union or living with a partner","”RETAIL TRADE”","2","8","Centre","4","Right","Don't know","Don't know","Don't know","Centre","2-11 times a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HINDU","Very religious",NA,NA,NA,"Chinese, Indian or other Asian",NA,"INDIAN","Chinese, Indian or other Asian","INDIAN","National","Labour","National","Labour","Voting can make a reasonable amount of difference to what happens","National"
"2258",51,NA,"Often","Not at all","Often","Yes, occasionally","Yes, occasionally","Yes, rarely","No","No","8","1","6","10","0","1","2","0","NZ First","","Become a republic with an NZ head of state","Same as now","Same as now","Less","Less","Same as now","More","More","Same as now","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,NA,"Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Labour",77,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ28,900-$NZ51,399",3,NA,"Married, in a civil union or living with a partner","”MINING”","6","9","4","7","Right","8","Don't know","1","7","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Christian",NA,"GREEK ORTHODOX","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","NZ First","NZ First","NZ First","NZ First","Voting can make a big difference to what happens","NZ First"
"2259",48,NA,"Sometimes","Sometimes",NA,"Yes, occasionally","No","No","No","No","3","9","2","9","9","8","5","1","National","","Become a republic with an NZ head of state","More","More","Less","Same as now","Same as now","Same as now","Much more","Same as now","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,"Yes, National",NA,NA,NA,NA,NA,NA,NA,"","","Don't know",81,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired",NA,NA,NA,NA,NA,2,NA,"Married, in a civil union or living with a partner","”FINANCE,INSURANCE, AND REAL ESTATE”","Left","9","2","7","9","8","Centre","Don't know","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUTHERAN",NA,"NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a big difference to what happens","National"
"2260",27,NA,"Often",NA,NA,"Yes, rarely","No","No","No","No","7","8","4","9","2","2","4","Don't know","NZ First","","Retain Queen as head of state","More","More","Same as now","Less","Same as now","More","Same as now","Same as now","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,NA,"Yes, Act",NA,NA,"Yes, Mana Party",NA,"","","National",88,"English","",NA,"Incomplete university degree",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”PERSONAL SERVICES”","Don't know","9","4","7","9","Don't know","Don't know","Don't know","7","At least once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Christian",NA,"7TH DAY ADVENTIST","Very religious","NZ European",NA,NA,NA,NA,"",NA,"","NZ First","National","Nonvote","Nonvote","Voting can make a reasonable amount of difference to what happens","NZ First"
"2261",1,NA,"Often","Often",NA,"Yes, occasionally","No","No","No","No","8","3","8","3","0","Don't know","5","5","Green","","Don't know","Much more","More","More","Much less","Much more","Less","Same as now","Much more","More",NA,NA,"Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party",NA,NA,"","","Green",67,"English","",NA,"Secondary education to School Certificate or NCEA",NA,"Working part-time for pay or other income",NA,NA,NA,NA,NA,NA,"$NZ28,900-$NZ51,399",1,NA,"Widowed","”BUSINESS AND REPAIR SERVICES”","Centre","8","4","4","Right","Don't know","Centre","3","3","Once a year",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European",NA,NA,NA,NA,"","NZ European","","Green","Labour","Green","Labour","Voting can make a big difference to what happens","Labour"
"2262",49,NA,"Often",NA,NA,"Yes, occasionally","No","No","Yes, occasionally","No","0","10","5","0","7","5","6","0","National","","Retain Queen as head of state","Same as now","More","Less","Same as now","Same as now","More","Same as now","Less","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,NA,"Yes, NZ First",NA,NA,"Yes, Maori Party","Yes, Mana Party",NA,"","","United Future",70,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ76,100-$NZ110,799",3,NA,"Married, in a civil union or living with a partner","”CONSTRUCTION”","2","8","4","Centre","9","6","Centre","Left","8","Once a year",NA,NA,NA,NA,"Methodist",NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a big difference to what happens","National"
"2263",12,NA,"Sometimes","Often",NA,"Yes, occasionally","No","No","No","No","10","5","10","0","0","5","5","1","Green","","Retain Queen as head of state","Same as now","Much more","Same as now","Much more","Same as now","Same as now","Less","Same as now","Much more",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act",NA,NA,"Yes, Mana Party",NA,"","","Labour",66,"English","",NA,"University degree completed","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ147,700 or over",3,1,"Married, in a civil union or living with a partner","”MANUFACTURING”","4","7","4",NA,"9","8",NA,"1","3","2-3 times a month",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","Green","National","Green","National","Voting can make a reasonable amount of difference to what happens","Labour"
"2264",55,NA,"Rarely",NA,NA,"Yes, occasionally","No","No","No","No","5","2","7","0","0","5","5","0","Labour","","Don't know","More","Same as now","Same as now","Less","Same as now","Same as now","More","Same as now","Same as now",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,NA,"Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act",NA,NA,"Yes, Mana Party",NA,"","","Green",76,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,NA,NA,NA,"Working unpaid outside the home","Working unpaid within the home","Less than $NZ20,000",2,NA,"Married, in a civil union or living with a partner","”AGRICULTURAL”","2","Right","Centre","3","Right","Centre","3","4","Centre","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make a reasonable amount of difference to what happens","Green"
"2265",60,NA,"Often","Sometimes","Sometimes","Yes, occasionally","No","No","No","No","10","6","4","8","3","2","6","6","NZ First","","Don't know","Much more","More","Same as now","More","Same as now","Much more","More","Less","Less",NA,NA,"Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,NA,"Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","National",57,"English","",NA,"Secondary education to School Certificate or NCEA","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ110,800-$NZ147,699",2,1,"Married, in a civil union or living with a partner","”RETAIL TRADE”",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,"Latter Day Saints",NA,NA,NA,NA,"","Have no religious beliefs","NZ European","NZ Maori",NA,NA,NA,"","NZ Maori","","NZ First","Labour","NZ First","Labour","Voting can make some difference to what happens","Labour"
